GEOID10,Geography,MdHHinc_ES,MdHHinc_ME
25011041501,"Census Tract 415.01, Franklin County, Massachusetts",70326,5774
25011041502,"Census Tract 415.02, Franklin County, Massachusetts",56596,4032
25013800101,"Census Tract 8001.01, Hampden County, Massachusetts",40000,11579
25013800102,"Census Tract 8001.02, Hampden County, Massachusetts",27601,3514
25013800201,"Census Tract 8002.01, Hampden County, Massachusetts",36199,5773
25013800202,"Census Tract 8002.02, Hampden County, Massachusetts",40446,13416
25013800300,"Census Tract 8003, Hampden County, Massachusetts",39212,4241
25013800400,"Census Tract 8004, Hampden County, Massachusetts",44778,9883
25013800500,"Census Tract 8005, Hampden County, Massachusetts",48306,7664
25013800600,"Census Tract 8006, Hampden County, Massachusetts",16269,1663
25013800700,"Census Tract 8007, Hampden County, Massachusetts",15379,3835
25013800800,"Census Tract 8008, Hampden County, Massachusetts",15688,5167
25013800900,"Census Tract 8009, Hampden County, Massachusetts",12700,2841
25013801101,"Census Tract 8011.01, Hampden County, Massachusetts",15580,2449
25013801102,"Census Tract 8011.02, Hampden County, Massachusetts",25333,11422
25013801200,"Census Tract 8012, Hampden County, Massachusetts",18287,3824
25013801300,"Census Tract 8013, Hampden County, Massachusetts",27500,3274
25013801401,"Census Tract 8014.01, Hampden County, Massachusetts",28641,8807
25013801402,"Census Tract 8014.02, Hampden County, Massachusetts",40417,18846
25013801501,"Census Tract 8015.01, Hampden County, Massachusetts",45030,4641
25013801502,"Census Tract 8015.02, Hampden County, Massachusetts",31605,3977
25013801503,"Census Tract 8015.03, Hampden County, Massachusetts",38586,5874
25013801601,"Census Tract 8016.01, Hampden County, Massachusetts",53750,6110
25013801602,"Census Tract 8016.02, Hampden County, Massachusetts",47468,8801
25013801603,"Census Tract 8016.03, Hampden County, Massachusetts",57100,7331
25013801604,"Census Tract 8016.04, Hampden County, Massachusetts",70774,5086
25013801605,"Census Tract 8016.05, Hampden County, Massachusetts",44622,6774
25013801700,"Census Tract 8017, Hampden County, Massachusetts",33465,3334
25013801800,"Census Tract 8018, Hampden County, Massachusetts",30625,9412
25013801901,"Census Tract 8019.01, Hampden County, Massachusetts",17175,4444
25013801902,"Census Tract 8019.02, Hampden County, Massachusetts",17589,5350
25013802000,"Census Tract 8020, Hampden County, Massachusetts",14244,2099
25013802100,"Census Tract 8021, Hampden County, Massachusetts",33994,5558
25013802200,"Census Tract 8022, Hampden County, Massachusetts",34221,4661
25013802300,"Census Tract 8023, Hampden County, Massachusetts",31693,7582
25013802400,"Census Tract 8024, Hampden County, Massachusetts",54750,11630
25013802500,"Census Tract 8025, Hampden County, Massachusetts",62387,4210
25013802601,"Census Tract 8026.01, Hampden County, Massachusetts",45014,8359
25013802602,"Census Tract 8026.02, Hampden County, Massachusetts",61184,11527
25013810100,"Census Tract 8101, Hampden County, Massachusetts",49809,5058
25013810200,"Census Tract 8102, Hampden County, Massachusetts",51452,4279
25013810300,"Census Tract 8103, Hampden County, Massachusetts",50100,8951
25013810403,"Census Tract 8104.03, Hampden County, Massachusetts",49473,10166
25013810404,"Census Tract 8104.04, Hampden County, Massachusetts",64943,7865
25013810412,"Census Tract 8104.12, Hampden County, Massachusetts",54827,7002
25013810414,"Census Tract 8104.14, Hampden County, Massachusetts",77500,10395
25013810601,"Census Tract 8106.01, Hampden County, Massachusetts",46845,5851
25013810602,"Census Tract 8106.02, Hampden County, Massachusetts",68750,8354
25013810700,"Census Tract 8107, Hampden County, Massachusetts",55417,5400
25013810800,"Census Tract 8108, Hampden County, Massachusetts",34038,11188
25013810901,"Census Tract 8109.01, Hampden County, Massachusetts",26005,6694
25013810902,"Census Tract 8109.02, Hampden County, Massachusetts",33231,6141
25013811000,"Census Tract 8110, Hampden County, Massachusetts",44944,7873
25013811101,"Census Tract 8111.01, Hampden County, Massachusetts",33333,6487
25013811102,"Census Tract 8111.02, Hampden County, Massachusetts",40256,7540
25013811200,"Census Tract 8112, Hampden County, Massachusetts",46920,7871
25013811301,"Census Tract 8113.01, Hampden County, Massachusetts",46667,6703
25013811302,"Census Tract 8113.02, Hampden County, Massachusetts",50841,4917
25013811400,"Census Tract 8114, Hampden County, Massachusetts",17875,4931
25013811500,"Census Tract 8115, Hampden County, Massachusetts",13500,1574
25013811600,"Census Tract 8116, Hampden County, Massachusetts",15536,4423
25013811700,"Census Tract 8117, Hampden County, Massachusetts",11310,880
25013811800,"Census Tract 8118, Hampden County, Massachusetts",31563,11151
25013811900,"Census Tract 8119, Hampden County, Massachusetts",62500,9665
25013812001,"Census Tract 8120.01, Hampden County, Massachusetts",20072,9084
25013812002,"Census Tract 8120.02, Hampden County, Massachusetts",43108,7755
25013812101,"Census Tract 8121.01, Hampden County, Massachusetts",68598,7480
25013812103,"Census Tract 8121.03, Hampden County, Massachusetts",26823,10737
25013812104,"Census Tract 8121.04, Hampden County, Massachusetts",38675,11763
25013812201,"Census Tract 8122.01, Hampden County, Massachusetts",50349,12041
25013812202,"Census Tract 8122.02, Hampden County, Massachusetts",46929,3733
25013812300,"Census Tract 8123, Hampden County, Massachusetts",33654,4663
25013812401,"Census Tract 8124.01, Hampden County, Massachusetts",80861,7629
25013812403,"Census Tract 8124.03, Hampden County, Massachusetts",42879,7565
25013812404,"Census Tract 8124.04, Hampden County, Massachusetts",62900,12027
25013812500,"Census Tract 8125, Hampden County, Massachusetts",51644,4110
25013812600,"Census Tract 8126, Hampden County, Massachusetts",70427,10827
25013812701,"Census Tract 8127.01, Hampden County, Massachusetts",39865,5190
25013812702,"Census Tract 8127.02, Hampden County, Massachusetts",26164,2524
25013812800,"Census Tract 8128, Hampden County, Massachusetts",55764,12408
25013812901,"Census Tract 8129.01, Hampden County, Massachusetts",65147,13883
25013812902,"Census Tract 8129.02, Hampden County, Massachusetts",82152,5913
25013812903,"Census Tract 8129.03, Hampden County, Massachusetts",93611,70271
25013813000,"Census Tract 8130, Hampden County, Massachusetts",63980,3820
25013813101,"Census Tract 8131.01, Hampden County, Massachusetts",68681,6352
25013813102,"Census Tract 8131.02, Hampden County, Massachusetts",82188,7093
25013813204,"Census Tract 8132.04, Hampden County, Massachusetts",87146,5355
25013813205,"Census Tract 8132.05, Hampden County, Massachusetts",64044,6991
25013813206,"Census Tract 8132.06, Hampden County, Massachusetts",70994,5730
25013813207,"Census Tract 8132.07, Hampden County, Massachusetts",45308,6647
25013813208,"Census Tract 8132.08, Hampden County, Massachusetts",71150,12730
25013813209,"Census Tract 8132.09, Hampden County, Massachusetts",51375,7869
25013813301,"Census Tract 8133.01, Hampden County, Massachusetts",90815,12886
25013813303,"Census Tract 8133.03, Hampden County, Massachusetts",94917,15888
25013813304,"Census Tract 8133.04, Hampden County, Massachusetts",93947,17379
25013813401,"Census Tract 8134.01, Hampden County, Massachusetts",73188,11099
25013813403,"Census Tract 8134.03, Hampden County, Massachusetts",69638,16836
25013813404,"Census Tract 8134.04, Hampden County, Massachusetts",93542,18797
25013813500,"Census Tract 8135, Hampden County, Massachusetts",78869,9873
25013813601,"Census Tract 8136.01, Hampden County, Massachusetts",78000,5732
25013813602,"Census Tract 8136.02, Hampden County, Massachusetts",104426,8399
25013813701,"Census Tract 8137.01, Hampden County, Massachusetts",74808,15219
25013813702,"Census Tract 8137.02, Hampden County, Massachusetts",72404,10466
25013813801,"Census Tract 8138.01, Hampden County, Massachusetts",65917,5577
25013813802,"Census Tract 8138.02, Hampden County, Massachusetts",75625,9859
25015820101,"Census Tract 8201.01, Hampshire County, Massachusetts",66035,7888
25015820102,"Census Tract 8201.02, Hampshire County, Massachusetts",28004,6841
25015820202,"Census Tract 8202.02, Hampshire County, Massachusetts",81765,7580
25015820203,"Census Tract 8202.03, Hampshire County, Massachusetts",70846,10365
25015820204,"Census Tract 8202.04, Hampshire County, Massachusetts",91068,6146
25015820300,"Census Tract 8203, Hampshire County, Massachusetts",37622,9233
25015820400,"Census Tract 8204, Hampshire County, Massachusetts",28462,28517
25015820500,"Census Tract 8205, Hampshire County, Massachusetts",46667,20075
25015820600,"Census Tract 8206, Hampshire County, Massachusetts",9554,36763
25015820700,"Census Tract 8207, Hampshire County, Massachusetts",65982,8928
25015820801,"Census Tract 8208.01, Hampshire County, Massachusetts",61418,14425
25015820802,"Census Tract 8208.02, Hampshire County, Massachusetts",,
25015820900,"Census Tract 8209, Hampshire County, Massachusetts",66726,6281
25015821000,"Census Tract 8210, Hampshire County, Massachusetts",61472,5540
25015821100,"Census Tract 8211, Hampshire County, Massachusetts",64052,5934
25015821200,"Census Tract 8212, Hampshire County, Massachusetts",68750,66894
25015821300,"Census Tract 8213, Hampshire County, Massachusetts",60208,12765
25015821400,"Census Tract 8214, Hampshire County, Massachusetts",69911,14615
25015821500,"Census Tract 8215, Hampshire County, Massachusetts",53939,8409
25015821601,"Census Tract 8216.01, Hampshire County, Massachusetts",42024,7193
25015821602,"Census Tract 8216.02, Hampshire County, Massachusetts",47823,6588
25015821700,"Census Tract 8217, Hampshire County, Massachusetts",60477,7010
25015821901,"Census Tract 8219.01, Hampshire County, Massachusetts",56518,12539
25015821903,"Census Tract 8219.03, Hampshire County, Massachusetts",33302,6720
25015821904,"Census Tract 8219.04, Hampshire County, Massachusetts",56004,14138
25015822000,"Census Tract 8220, Hampshire County, Massachusetts",40694,30680
25015822200,"Census Tract 8222, Hampshire County, Massachusetts",71211,6149
25015822300,"Census Tract 8223, Hampshire County, Massachusetts",43192,8919
25015822401,"Census Tract 8224.01, Hampshire County, Massachusetts",80300,8588
25015822402,"Census Tract 8224.02, Hampshire County, Massachusetts",44329,3366
25015822500,"Census Tract 8225, Hampshire County, Massachusetts",80738,13243
25015822601,"Census Tract 8226.01, Hampshire County, Massachusetts",61912,16482
25015822603,"Census Tract 8226.03, Hampshire County, Massachusetts",81419,4419
25015822605,"Census Tract 8226.05, Hampshire County, Massachusetts",58750,4506
25015822606,"Census Tract 8226.06, Hampshire County, Massachusetts",67692,8501
25015822700,"Census Tract 8227, Hampshire County, Massachusetts",60320,6246
25017300100,"Census Tract 3001, Middlesex County, Massachusetts",80143,9661
25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts",68940,7912
25017301102,"Census Tract 3011.02, Middlesex County, Massachusetts",85313,7925
25017310100,"Census Tract 3101, Middlesex County, Massachusetts",32190,7570
25017310200,"Census Tract 3102, Middlesex County, Massachusetts",65290,9184
25017310300,"Census Tract 3103, Middlesex County, Massachusetts",47344,14854
25017310400,"Census Tract 3104, Middlesex County, Massachusetts",46793,5351
25017310500,"Census Tract 3105, Middlesex County, Massachusetts",56328,9093
25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts",58590,8497
25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",54764,7071
25017310700,"Census Tract 3107, Middlesex County, Massachusetts",43214,19731
25017311100,"Census Tract 3111, Middlesex County, Massachusetts",35151,8018
25017311200,"Census Tract 3112, Middlesex County, Massachusetts",42899,4695
25017311300,"Census Tract 3113, Middlesex County, Massachusetts",54764,12072
25017311400,"Census Tract 3114, Middlesex County, Massachusetts",46250,9600
25017311500,"Census Tract 3115, Middlesex County, Massachusetts",49863,12512
25017311600,"Census Tract 3116, Middlesex County, Massachusetts",63750,16822
25017311700,"Census Tract 3117, Middlesex County, Massachusetts",56869,6177
25017311800,"Census Tract 3118, Middlesex County, Massachusetts",43250,14670
25017311900,"Census Tract 3119, Middlesex County, Massachusetts",25163,9307
25017312000,"Census Tract 3120, Middlesex County, Massachusetts",60691,10789
25017312100,"Census Tract 3121, Middlesex County, Massachusetts",44254,5693
25017312200,"Census Tract 3122, Middlesex County, Massachusetts",60457,8627
25017312300,"Census Tract 3123, Middlesex County, Massachusetts",59211,9067
25017312400,"Census Tract 3124, Middlesex County, Massachusetts",30583,9116
25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",80179,6383
25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",74861,14480
25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",106111,6598
25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",81156,16771
25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",67572,9145
25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",63404,8443
25017314200,"Census Tract 3142, Middlesex County, Massachusetts",67784,4069
25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",75605,7893
25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",99615,8052
25017315100,"Census Tract 3151, Middlesex County, Massachusetts",98234,13128
25017315200,"Census Tract 3152, Middlesex County, Massachusetts",73466,12624
25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",65565,9647
25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",106382,14333
25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",74224,48677
25017315500,"Census Tract 3155, Middlesex County, Massachusetts",86296,10203
25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",93291,10044
25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",86514,8581
25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",90143,18048
25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",94217,3680
25017316300,"Census Tract 3163, Middlesex County, Massachusetts",78542,11319
25017316400,"Census Tract 3164, Middlesex County, Massachusetts",90375,9252
25017316500,"Census Tract 3165, Middlesex County, Massachusetts",84589,8456
25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",75050,11494
25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",84719,8290
25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",120707,10050
25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",140231,15908
25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",124219,20890
25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",79674,10168
25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",68452,20030
25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",74000,15209
25017318100,"Census Tract 3181, Middlesex County, Massachusetts",101471,11529
25017318200,"Census Tract 3182, Middlesex County, Massachusetts",115029,15213
25017318300,"Census Tract 3183, Middlesex County, Massachusetts",135694,9327
25017318400,"Census Tract 3184, Middlesex County, Massachusetts",146705,18267
25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",124107,29744
25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",108346,13859
25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",123537,24705
25017321100,"Census Tract 3211, Middlesex County, Massachusetts",74650,8618
25017321200,"Census Tract 3212, Middlesex County, Massachusetts",65984,13959
25017321300,"Census Tract 3213, Middlesex County, Massachusetts",50520,5497
25017321400,"Census Tract 3214, Middlesex County, Massachusetts",100455,22032
25017321500,"Census Tract 3215, Middlesex County, Massachusetts",72818,12245
25017321600,"Census Tract 3216, Middlesex County, Massachusetts",83095,15053
25017322100,"Census Tract 3221, Middlesex County, Massachusetts",95087,8777
25017322200,"Census Tract 3222, Middlesex County, Massachusetts",83357,8651
25017322300,"Census Tract 3223, Middlesex County, Massachusetts",61946,4289
25017322400,"Census Tract 3224, Middlesex County, Massachusetts",71341,7335
25017323100,"Census Tract 3231, Middlesex County, Massachusetts",117440,24538
25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",101667,10410
25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",106101,7580
25017325100,"Census Tract 3251, Middlesex County, Massachusetts",55863,8295
25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",118080,16663
25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",126167,9935
25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",96719,16631
25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",69716,14016
25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",93625,24580
25017328100,"Census Tract 3281, Middlesex County, Massachusetts",113594,11028
25017330100,"Census Tract 3301, Middlesex County, Massachusetts",106848,7696
25017330200,"Census Tract 3302, Middlesex County, Massachusetts",85833,6736
25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",94111,7222
25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",93412,4512
25017331200,"Census Tract 3312, Middlesex County, Massachusetts",91827,9769
25017331300,"Census Tract 3313, Middlesex County, Massachusetts",105996,7088
25017332100,"Census Tract 3321, Middlesex County, Massachusetts",110673,6904
25017332200,"Census Tract 3322, Middlesex County, Massachusetts",80048,7452
25017332300,"Census Tract 3323, Middlesex County, Massachusetts",81378,11626
25017332400,"Census Tract 3324, Middlesex County, Massachusetts",97788,12311
25017333100,"Census Tract 3331, Middlesex County, Massachusetts",74911,7182
25017333200,"Census Tract 3332, Middlesex County, Massachusetts",76700,5591
25017333300,"Census Tract 3333, Middlesex County, Massachusetts",59516,8705
25017333400,"Census Tract 3334, Middlesex County, Massachusetts",71307,5542
25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",82390,6123
25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",57292,10142
25017333600,"Census Tract 3336, Middlesex County, Massachusetts",71654,13826
25017334100,"Census Tract 3341, Middlesex County, Massachusetts",111678,6805
25017334200,"Census Tract 3342, Middlesex County, Massachusetts",103424,11289
25017334300,"Census Tract 3343, Middlesex County, Massachusetts",117857,13873
25017334400,"Census Tract 3344, Middlesex County, Massachusetts",79325,4078
25017335100,"Census Tract 3351, Middlesex County, Massachusetts",84783,12238
25017335200,"Census Tract 3352, Middlesex County, Massachusetts",92396,16268
25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",72857,10389
25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",98016,13346
25017335400,"Census Tract 3354, Middlesex County, Massachusetts",98358,10676
25017336100,"Census Tract 3361, Middlesex County, Massachusetts",81352,9041
25017336200,"Census Tract 3362, Middlesex County, Massachusetts",104811,10796
25017336300,"Census Tract 3363, Middlesex County, Massachusetts",95217,8643
25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",62143,15512
25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",70053,17756
25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",78975,11748
25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",94511,12425
25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",60020,10535
25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",76364,20000
25017337300,"Census Tract 3373, Middlesex County, Massachusetts",73750,9209
25017338100,"Census Tract 3381, Middlesex County, Massachusetts",125673,19644
25017338200,"Census Tract 3382, Middlesex County, Massachusetts",69231,15817
25017338300,"Census Tract 3383, Middlesex County, Massachusetts",124432,48771
25017338400,"Census Tract 3384, Middlesex County, Massachusetts",160551,11920
25017338500,"Census Tract 3385, Middlesex County, Massachusetts",140795,30392
25017339100,"Census Tract 3391, Middlesex County, Massachusetts",67421,6143
25017339200,"Census Tract 3392, Middlesex County, Massachusetts",88879,12182
25017339300,"Census Tract 3393, Middlesex County, Massachusetts",74407,10147
25017339400,"Census Tract 3394, Middlesex County, Massachusetts",47464,9359
25017339500,"Census Tract 3395, Middlesex County, Massachusetts",80683,9861
25017339600,"Census Tract 3396, Middlesex County, Massachusetts",72500,10079
25017339700,"Census Tract 3397, Middlesex County, Massachusetts",60000,14217
25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",80847,9141
25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",50703,9012
25017339900,"Census Tract 3399, Middlesex County, Massachusetts",54624,8514
25017340000,"Census Tract 3400, Middlesex County, Massachusetts",47854,4724
25017340100,"Census Tract 3401, Middlesex County, Massachusetts",86263,5053
25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",70101,18893
25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",47376,7538
25017341200,"Census Tract 3412, Middlesex County, Massachusetts",48782,12233
25017341300,"Census Tract 3413, Middlesex County, Massachusetts",43693,9082
25017341400,"Census Tract 3414, Middlesex County, Massachusetts",63156,10479
25017341500,"Census Tract 3415, Middlesex County, Massachusetts",56902,10777
25017341600,"Census Tract 3416, Middlesex County, Massachusetts",51103,12235
25017341700,"Census Tract 3417, Middlesex County, Massachusetts",66808,9204
25017341800,"Census Tract 3418, Middlesex County, Massachusetts",50231,13284
25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",53594,13170
25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",64531,18589
25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",63315,11493
25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",45192,13239
25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",44012,5646
25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",50380,18765
25017342300,"Census Tract 3423, Middlesex County, Massachusetts",51136,6711
25017342400,"Census Tract 3424, Middlesex County, Massachusetts",44327,20151
25017342500,"Census Tract 3425, Middlesex County, Massachusetts",46192,6120
25017342600,"Census Tract 3426, Middlesex County, Massachusetts",57628,11943
25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",67500,12275
25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",47231,6162
25017350200,"Census Tract 3502, Middlesex County, Massachusetts",59978,10995
25017350300,"Census Tract 3503, Middlesex County, Massachusetts",71383,7749
25017350400,"Census Tract 3504, Middlesex County, Massachusetts",75000,7674
25017350500,"Census Tract 3505, Middlesex County, Massachusetts",80050,11543
25017350600,"Census Tract 3506, Middlesex County, Massachusetts",76050,22433
25017350700,"Census Tract 3507, Middlesex County, Massachusetts",48155,4612
25017350800,"Census Tract 3508, Middlesex County, Massachusetts",60647,5117
25017350900,"Census Tract 3509, Middlesex County, Massachusetts",76175,7634
25017351000,"Census Tract 3510, Middlesex County, Massachusetts",76710,10456
25017351100,"Census Tract 3511, Middlesex County, Massachusetts",56187,13824
25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts",79241,5611
25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts",74886,16724
25017351300,"Census Tract 3513, Middlesex County, Massachusetts",56658,7295
25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts",35453,8825
25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts",40783,5729
25017351500,"Census Tract 3515, Middlesex County, Massachusetts",39343,6119
25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts",105264,41883
25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts",74185,14479
25017352200,"Census Tract 3522, Middlesex County, Massachusetts",33583,11179
25017352300,"Census Tract 3523, Middlesex County, Massachusetts",60543,28198
25017352400,"Census Tract 3524, Middlesex County, Massachusetts",29315,4257
25017352500,"Census Tract 3525, Middlesex County, Massachusetts",70408,10658
25017352600,"Census Tract 3526, Middlesex County, Massachusetts",56940,11299
25017352700,"Census Tract 3527, Middlesex County, Massachusetts",32702,6833
25017352800,"Census Tract 3528, Middlesex County, Massachusetts",80256,18926
25017352900,"Census Tract 3529, Middlesex County, Massachusetts",71667,19471
25017353000,"Census Tract 3530, Middlesex County, Massachusetts",52192,15671
25017353101,"Census Tract 3531.01, Middlesex County, Massachusetts",50714,15598
25017353102,"Census Tract 3531.02, Middlesex County, Massachusetts",54914,10882
25017353200,"Census Tract 3532, Middlesex County, Massachusetts",61590,8294
25017353300,"Census Tract 3533, Middlesex County, Massachusetts",94526,19221
25017353400,"Census Tract 3534, Middlesex County, Massachusetts",49844,10494
25017353500,"Census Tract 3535, Middlesex County, Massachusetts",65577,10947
25017353600,"Census Tract 3536, Middlesex County, Massachusetts",60144,12277
25017353700,"Census Tract 3537, Middlesex County, Massachusetts",53649,7823
25017353800,"Census Tract 3538, Middlesex County, Massachusetts",80620,6890
25017353900,"Census Tract 3539, Middlesex County, Massachusetts",38043,11342
25017354000,"Census Tract 3540, Middlesex County, Massachusetts",65139,10657
25017354100,"Census Tract 3541, Middlesex County, Massachusetts",68160,5440
25017354200,"Census Tract 3542, Middlesex County, Massachusetts",132976,19619
25017354300,"Census Tract 3543, Middlesex County, Massachusetts",74323,11940
25017354400,"Census Tract 3544, Middlesex County, Massachusetts",101406,11729
25017354500,"Census Tract 3545, Middlesex County, Massachusetts",79514,27706
25017354600,"Census Tract 3546, Middlesex County, Massachusetts",59327,8969
25017354700,"Census Tract 3547, Middlesex County, Massachusetts",90238,16165
25017354800,"Census Tract 3548, Middlesex County, Massachusetts",86122,16466
25017354900,"Census Tract 3549, Middlesex County, Massachusetts",41649,10977
25017355000,"Census Tract 3550, Middlesex County, Massachusetts",68409,25520
25017356100,"Census Tract 3561, Middlesex County, Massachusetts",85188,13068
25017356300,"Census Tract 3563, Middlesex County, Massachusetts",61415,6833
25017356400,"Census Tract 3564, Middlesex County, Massachusetts",98720,4035
25017356500,"Census Tract 3565, Middlesex County, Massachusetts",92731,13116
25017356601,"Census Tract 3566.01, Middlesex County, Massachusetts",74527,11231
25017356602,"Census Tract 3566.02, Middlesex County, Massachusetts",85950,5302
25017356701,"Census Tract 3567.01, Middlesex County, Massachusetts",75438,9159
25017356702,"Census Tract 3567.02, Middlesex County, Massachusetts",84304,14973
25017357100,"Census Tract 3571, Middlesex County, Massachusetts",95605,5341
25017357200,"Census Tract 3572, Middlesex County, Massachusetts",117083,17757
25017357300,"Census Tract 3573, Middlesex County, Massachusetts",82457,13365
25017357400,"Census Tract 3574, Middlesex County, Massachusetts",104250,14558
25017357500,"Census Tract 3575, Middlesex County, Massachusetts",79348,15291
25017357600,"Census Tract 3576, Middlesex County, Massachusetts",92125,19987
25017357700,"Census Tract 3577, Middlesex County, Massachusetts",68234,5298
25017357800,"Census Tract 3578, Middlesex County, Massachusetts",116976,12682
25017358100,"Census Tract 3581, Middlesex County, Massachusetts",131382,16775
25017358300,"Census Tract 3583, Middlesex County, Massachusetts",115656,13122
25017358400,"Census Tract 3584, Middlesex County, Massachusetts",138750,16314
25017358500,"Census Tract 3585, Middlesex County, Massachusetts",152961,21465
25017358600,"Census Tract 3586, Middlesex County, Massachusetts",122238,23436
25017358700,"Census Tract 3587, Middlesex County, Massachusetts",135234,26216
25017359100,"Census Tract 3591, Middlesex County, Massachusetts",104353,22047
25017359300,"Census Tract 3593, Middlesex County, Massachusetts",109201,17556
25017360100,"Census Tract 3601, Middlesex County, Massachusetts",77083,22071
25017360200,"Census Tract 3602, Middlesex County, Massachusetts",143792,25759
25017361100,"Census Tract 3611, Middlesex County, Massachusetts",114869,23080
25017361200,"Census Tract 3612, Middlesex County, Massachusetts",112845,12733
25017361300,"Census Tract 3613, Middlesex County, Massachusetts",131453,10608
25017362100,"Census Tract 3621, Middlesex County, Massachusetts",155000,18244
25017363102,"Census Tract 3631.02, Middlesex County, Massachusetts",84559,23777
25017363103,"Census Tract 3631.03, Middlesex County, Massachusetts",116033,31860
25017363104,"Census Tract 3631.04, Middlesex County, Massachusetts",116538,9912
25017363201,"Census Tract 3632.01, Middlesex County, Massachusetts",130238,11152
25017363202,"Census Tract 3632.02, Middlesex County, Massachusetts",109205,16077
25017364101,"Census Tract 3641.01, Middlesex County, Massachusetts",73205,5296
25017364102,"Census Tract 3641.02, Middlesex County, Massachusetts",79569,8701
25017365100,"Census Tract 3651, Middlesex County, Massachusetts",155568,13365
25017365201,"Census Tract 3652.01, Middlesex County, Massachusetts",158472,12284
25017365202,"Census Tract 3652.02, Middlesex County, Massachusetts",140104,15618
25017366100,"Census Tract 3661, Middlesex County, Massachusetts",98438,9116
25017366201,"Census Tract 3662.01, Middlesex County, Massachusetts",204435,38221
25017366202,"Census Tract 3662.02, Middlesex County, Massachusetts",135500,19938
25017367100,"Census Tract 3671, Middlesex County, Massachusetts",164972,20456
25017367200,"Census Tract 3672, Middlesex County, Massachusetts",138750,18115
25017368101,"Census Tract 3681.01, Middlesex County, Massachusetts",78333,16825
25017368102,"Census Tract 3681.02, Middlesex County, Massachusetts",90000,11673
